"Prov","mun","stlmtsz8","stlmtsz5","H_SETTLEMENT","H_URBRURAL","E_RESPINT","F_INTPRIVACY","E1_LITERACY","gov_trst","dem_equ","dem_imp","dem_mil_reg","eth_death","eth_poldeath_sex","eth_sex_rel","Q106","Q107","Q108","Q109","Q110","Q112","Q120","Q143","Q158","Q159","Q160","Q161","Q162","Q177","Q178","Q179","Q180","Q181","Q182","Q183","Q184","Q185","Q186","Q187","Q188","Q189","Q190","Q191","Q192","Q193","Q194","Q195","Q234","Q240","Q241","Q242","Q243","Q244","Q245","Q246","Q247","Q248","Q249","Q250","Q251","Q252","Q286","Q287","Q288","Q288R","Q291G2","Q291G3","Q291G4","Q291G5","Q291G6","Q291P1","Q291P2","Q291P3","Q291P4","Q291P5","Q291P6","Q292A","Q292B","Q292C","Q292D","Q292E","Q292F","Q292G","Q292H","Q292I","Q292J","Q292K","Q292L","Q292M","Q292N","Q292O","Q293","Q35","Q36","Q39","Q40","Q41","Q47","Q48","Q49","Q50","Q143p","Q234p","Q287p","Q47p","ML1","ML3","ML2","ML4","ML5","ML6"
608130,608003,1,1,5,2,1,1,1,-0.314659175231326,-0.623549476297408,1.09768120528779,0.858974735552856,-0.917985290868964,-1.33612290240097,-0.851332555923422,1,4,1,1,1,5,10,1,1,10,1,10,1,10,4,10,10,10,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,10,1,5,6,4,10,9,3,5,5,10,10,10,2,3,5,2,5,2,2,4,2,3,2,2,2,2,2,2,2,3,2,3,4,2,3,2,2,2,2,2,4,4,10,2,4,2,4,2,3,1,1,1,4,4,3,2,-1.01817356099511,-0.578074844823504,-0.253809242595625,-0.784057518905669,-1.54935425223741,2.54949114539621
608130,608003,1,1,5,2,1,1,1,0.0931525754421188,-0.278430633089283,-0.40721516344513,-0.324609139256608,0.610240559095861,0.213493341303479,0.371491040539838,6,4,6,6,4,6,6,1,8,3,7,6,2,4,4,4,4,5,5,4,5,5,5,4,6,4,6,6,4,4,4,6,1,1,6,5,4,6,6,4,6,6,8,7,6,7,2,2,6,2,3,3,2,3,2,3,3,3,2,3,3,3,4,3,3,2,4,3,3,2,3,3,3,3,4,3,9,2,2,2,1,2,2,7,8,9,4,4,4,3,0.504350381154868,-0.457230699771954,0.108700547492477,0.259292409031566,-0.0413934152974431,-0.000304988109454288
608130,608003,1,1,5,2,1,2,1,-0.540570449538108,-0.157866018448559,-0.290079286081765,0.338817353582657,1.12257648970088,1.03606757665319,0.863011528678294,6,8,7,6,5,5,7,2,7,6,7,5,7,8,7,6,7,7,6,5,5,6,8,7,6,6,5,6,6,7,7,4,2,6,7,6,7,5,8,5,7,7,8,4,7,9,4,2,7,2,3,1,1,3,3,3,3,2,1,4,2,3,4,3,4,3,4,3,4,3,4,3,2,3,2,4,10,3,4,2,2,3,1,6,10,10,3,3,4,4,1.17261292554257,0.00889150316799235,-0.59273977680684,0.507428536713513,0.0341583350773978,0.87986294977969
608130,608003,1,1,5,2,1,1,1,0.21785853156538,0.367039399054882,1.40495588311898,-0.760178621894483,0.530661730190223,0.109658184741122,-0.247043298431358,5,6,5,4,1,5,4,1,2,5,1,5,5,6,5,3,7,8,2,3,5,4,4,6,2,6,8,4,5,7,4,1,1,10,5,4,4,10,3,5,5,5,10,10,10,1,2,2,5,2,4,2,2,5,3,3,3,4,3,5,2,2,2,2,2,2,4,2,4,4,4,2,2,1,3,2,10,3,4,3,2,2,3,9,10,10,4,4,4,2,0.304283705347242,-0.271126302216121,0.228721227399859,-0.997795408413748,-0.81925480000577,0.830312213108899
608130,608003,1,1,5,2,1,1,1,-0.192645852584989,0.393468553216728,1.04245511935553,0.675879456142302,-0.591853741186346,-0.741341996646897,-0.0583902398903268,8,8,1,2,2,5,8,1,4,5,6,4,7,3,2,4,3,2,4,3,5,2,2,2,2,1,2,1,2,1,4,3,2,8,8,7,8,8,8,7,5,7,9,10,9,7,2,3,5,2,4,2,2,4,2,2,4,3,3,3,2,4,4,2,4,2,4,2,2,2,2,2,1,2,3,2,8,4,3,4,2,4,1,6,8,7,4,3,3,4,-0.611908569893343,0.567964983427372,-0.137744710710427,0.412792091909982,-1.62018723156371,-0.298681786792855
608130,608003,1,1,5,2,1,2,1,0.625670282238825,0.122750558290723,0.967991788979683,-0.325017280238472,-0.961973925824625,-1.34013817697774,-0.554425564204849,8,9,9,6,5,6,5,2,10,9,9,7,6,5,1,1,1,1,3,5,1,2,2,1,1,1,1,1,1,1,1,1,1,6,8,8,5,5,5,5,5,8,10,10,9,9,2,3,6,2,3,3,2,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,10,4,4,4,2,4,3,6,10,10,3,4,3,2,-1.0967760936553,0.132076102896392,0.694895902480622,-0.475989890621761,0.0594398178455233,-1.04158312486111
608130,608024,1,1,5,2,1,2,1,-0.458467982629299,-2.85514927443166,-1.40331860675105,-2.28772170070756,-0.510641841691457,-0.856542736018311,-0.859624180683239,1,1,3,4,1,2,5,2,3,2,1,3,1,8,2,1,2,1,2,2,3,1,2,2,3,1,2,3,3,3,2,1,1,3,5,3,1,1,1,2,2,1,1,1,6,5,2,1,1,1,4,2,2,4,2,2,4,2,2,4,2,2,2,4,4,4,4,2,2,2,4,4,4,2,4,4,10,2,2,3,2,2,2,5,5,5,3,4,5,3,-0.923778832473265,-2.98571102880384,-0.420219940888484,-0.0937882996112165,0.112730010862365,-0.589422457181878
608130,608024,1,1,5,2,1,1,1,0.540001735145005,-0.265925489885315,-1.20689007222556,-1.39751670770112,-0.586145412249015,0.907309704748307,0.88238960322143,3,5,3,8,4,9,7,1,4,7,2,2,4,3,7,5,6,6,4,7,2,7,6,1,1,1,3,4,5,4,7,9,1,4,5,3,2,4,2,6,7,4,8,6,4,6,4,3,5,2,4,4,1,3,2,3,2,3,3,4,4,4,5,4,3,4,5,2,3,2,1,1,3,1,1,3,7,4,3,5,1,3,3,1,2,10,4,4,3,2,0.0660992487142713,-0.864138665272884,0.663994368219874,0.927938589646151,-1.60075453041162,0.411867488330207
608130,608024,1,1,5,2,1,2,1,-0.725163559381695,-1.561721325186,-0.154650351683949,0.0364757205488052,0.341274292697418,0.956067011887658,0.629902607987052,3,8,2,1,2,3,2,4,7,1,5,2,5,2,8,2,1,7,6,9,1,4,3,7,3,6,6,3,3,5,8,7,1,2,8,1,3,1,9,4,7,2,2,3,9,4,2,3,5,2,4,5,2,3,1,2,1,3,2,5,2,2,3,4,4,1,4,3,1,4,2,3,1,3,4,4,9,3,3,4,2,2,3,6,3,8,1,4,3,2,0.469523177431488,-1.64836726154507,-0.831043437371525,0.361180569494984,-0.670633983115644,-0.608069776263434
608130,608024,1,1,5,2,2,2,1,-1.33796454631837,1.15468842516099,1.07697173966982,0.945546554345409,-1.05742319981986,-0.913922219657973,-0.636387648840311,10,3,8,8,1,1,8,1,9,9,1,10,5,4,5,1,1,8,8,1,1,2,1,1,1,1,1,1,7,1,1,1,1,10,10,8,6,8,8,5,10,6,10,10,9,6,1,3,3,1,5,5,1,5,1,4,5,5,1,5,1,1,1,3,3,3,1,3,3,3,3,2,3,2,3,3,8,4,3,1,1,1,1,5,10,10,4,4,3,4,-1.00119497413811,0.823117999911874,-1.53570254350097,-1.82641933102212,-0.559448386923914,-0.245982360301462
608130,608024,1,1,5,2,1,1,1,-0.170850367833352,-0.0964014017380138,-0.687068040146203,0.965746665964703,0.361763575675807,-0.502445898182957,-0.616568808866753,4,5,6,3,7,4,4,2,5,3,6,4,7,4,6,3,2,2,3,1,2,4,6,5,7,3,5,4,3,4,2,3,3,5,6,5,3,6,8,9,10,1,1,10,5,3,4,5,10,3,2,2,2,3,2,4,4,2,2,4,2,2,4,3,4,4,4,3,4,2,2,2,2,2,4,4,4,4,3,4,2,4,2,5,4,3,3,2,1,3,-0.00455639652324683,-0.890684278196763,-0.201897242740834,0.407581584001752,-1.27376689170106,-0.826942738869534
608130,608024,1,1,5,2,1,1,1,-1.27678411745311,-0.618372990831554,-0.268184665743486,-0.706056224901897,0.241075590320288,0.73876355590439,0.436702484523213,2,1,8,1,1,5,5,1,10,9,8,2,2,9,9,1,1,5,5,5,5,4,4,3,3,4,5,6,5,6,6,5,1,6,1,4,3,3,5,5,6,7,7,6,7,5,2,3,5,2,4,4,2,4,1,1,2,4,2,5,1,5,5,4,4,4,4,5,4,2,2,1,1,1,5,5,5,4,4,5,1,1,3,10,10,10,4,4,3,2,0.285282081974712,-0.913107136188932,-1.46038175274064,1.6198714958398,-1.9625045747978,-0.792351694648915
608130,608024,1,1,5,2,1,1,1,-1.50356883846798,-1.501150935934,-1.30978567000175,-1.49567931851722,-0.241905467287455,-1.08787321279996,0.410036787344088,4,6,3,5,7,3,7,2,4,6,3,4,7,1,3,2,4,1,5,7,4,3,2,4,3,1,5,2,3,2,1,2,1,4,3,5,2,4,2,3,5,3,4,3,5,3,2,3,4,2,5,5,1,4,1,1,5,5,2,4,1,3,2,4,3,4,2,3,1,3,4,2,1,4,3,3,3,5,2,4,2,1,3,3,10,4,3,4,3,2,-0.554440764199705,-2.00007166316833,-1.55632703032699,-0.410604999641464,0.0844797085948029,-0.0435604236422315
608130,608024,1,1,5,2,1,2,1,-0.314659175231326,-1.55500419268037,-1.09506283564223,-0.774476853813218,0.637387976300678,0.998784828460946,0.670397560611993,10,10,1,1,1,1,10,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,7,8,2,5,7,7,6,6,4,4,3,3,3,5,5,6,2,3,5,2,4,2,2,4,2,3,4,2,2,2,2,2,2,3,3,3,1,1,1,3,3,3,4,4,4,4,10,4,4,4,5,2,3,5,5,4,4,3,3,2,0.745204880161516,-1.26748781543451,-0.307150908702285,-1.69184008926624,1.07632733464895,0.504722997714296
608130,608024,1,1,5,2,1,1,1,0.358974705486429,-0.975698330004515,-0.34086539149954,-0.291676296653093,0.051547434360216,-0.0879418251851975,-0.0675337468791455,1,9,6,10,2,1,4,2,3,5,3,6,4,4,3,4,2,4,5,2,4,3,6,2,4,2,6,8,2,4,2,7,3,4,5,7,4,6,5,7,3,8,5,4,7,4,2,3,6,2,4,2,2,2,2,3,4,4,3,3,3,3,4,3,4,2,3,4,2,3,4,3,2,1,3,3,10,4,4,4,2,4,2,6,8,9,3,2,3,3,0.0108348072493579,-0.67817753369308,0.35309023568391,0.324031687483702,-0.871288743801929,-0.371765166747213
608130,608024,1,1,5,2,1,1,1,-0.458467982629299,1.18480631225176,1.12020110892104,0.56511583600446,1.75870491097203,-0.100629963754565,-1.3418677360195,4,3,6,3,4,4,9,2,6,9,8,10,2,1,5,1,10,10,1,6,1,1,2,9,8,10,9,10,9,1,1,3,1,10,8,10,10,9,5,6,10,7,9,10,9,10,4,1,8,3,4,2,2,4,2,2,4,2,2,4,2,4,4,4,2,3,4,5,2,2,2,4,2,4,4,4,4,4,4,4,2,2,3,4,6,3,3,4,5,2,0.803549720035456,0.972317585670322,-0.872418152854464,0.882669097584019,-0.250965482378925,1.57731746779346
608130,608056,1,1,3,2,1,2,1,-0.458467982629299,-2.84612511499002,-2.7179632601984,-2.01835478922629,2.54672108612483,1.08522161665467,1.42066381576397,10,10,10,1,1,1,5,2,5,10,3,1,10,9,5,2,5,2,3,7,10,6,9,10,10,8,6,10,4,10,4,9,1,1,2,4,1,1,2,4,1,1,1,1,2,10,2,3,5,2,2,2,2,4,2,2,2,2,2,4,2,4,4,4,4,2,4,4,2,2,2,4,2,2,4,4,10,4,2,4,2,2,3,10,10,10,3,4,3,2,2.0020298342274,-3.04925985213187,-0.515338510412067,1.13961930243761,-1.12166689995116,-0.465611232317941
608130,608056,1,1,3,2,1,1,1,-0.314659175231326,-0.430849842729311,-0.808069163764133,-0.15780734890214,-0.477739997547131,-0.712630824861294,-0.519304700433166,4,7,2,1,1,7,5,1,7,6,3,2,2,10,10,2,2,2,2,2,2,5,5,2,2,2,2,2,5,2,2,2,1,10,8,5,5,8,5,8,5,5,5,6,5,5,2,3,5,2,4,4,2,4,2,3,4,4,2,4,2,3,4,4,4,3,4,3,3,3,3,4,1,4,4,4,6,4,4,2,2,1,3,5,7,4,4,4,3,2,-0.639821263575762,-0.546054923048435,-0.345356305709892,0.890712718756564,-0.0710210953372818,-0.715077938176721
608130,608056,1,1,3,2,1,2,1,-0.98829305594908,-0.250018171898106,1.20179692384189,1.08836592337905,-1.03805046293414,0.212565543090353,-0.212844195183623,10,10,10,5,10,5,5,1,10,5,10,10,5,10,10,5,10,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,3,5,5,5,5,10,10,5,5,10,5,10,10,5,2,3,5,2,5,2,2,5,2,3,3,3,1,5,1,2,4,4,4,4,4,4,4,4,2,4,4,3,2,2,5,5,3,4,2,2,4,5,5,5,4,2,3,1,-0.749512280639079,0.358164153420008,-1.2796000765637,0.707440863867189,0.354754722915609,1.8570497903597
608130,608056,1,1,3,2,2,2,2,-1.23774670842367,-1.4134540728682,-2.13675435916588,-0.032816362313967,-0.333599859383372,-0.678365219682077,-1.3494704669398,6,7,6,1,3,4,2,1,5,6,7,7,7,4,5,5,5,4,4,-2,2,2,2,3,4,3,3,2,3,3,4,-2,2,5,4,7,5,8,7,4,3,5,2,9,1,8,2,3,5,2,4,2,1,2,1,1,4,4,3,4,1,5,4,2,4,1,4,3,2,5,4,3,5,4,4,4,2,3,3,1,1,1,1,5,5,5,4,3,3,4,NA,NA,NA,NA,NA,NA
608130,608056,1,1,3,2,1,2,1,-0.192645852584989,-1.27228172741473,-1.22295936909177,-0.556700802911545,-0.203704209124667,-0.515443988012108,0.233533476929889,5,7,4,4,8,4,7,2,4,6,4,7,4,2,3,1,4,4,5,3,6,4,3,2,1,4,3,2,2,4,2,5,2,5,4,3,5,4,6,5,5,4,4,4,5,5,2,3,5,2,2,3,2,2,2,2,3,2,3,2,2,2,3,4,2,3,4,3,3,3,4,3,2,1,2,3,4,2,3,2,4,3,2,5,7,5,3,3,3,3,-0.327135733193961,-1.41345302305206,-0.068922427739834,-0.0247858056168715,-0.980922330672846,-0.283741102388796
608130,608056,1,1,3,2,1,1,1,-0.170850367833352,-1.93530966842667,-2.55772064012231,-1.89065338564738,0.305832216122542,-0.732472693565684,0.912826587391123,3,5,6,1,2,1,2,1,2,2,2,2,2,7,5,7,6,4,4,3,8,8,6,3,6,1,1,2,3,3,3,2,3,2,1,4,2,3,2,2,4,4,3,6,1,1,2,3,6,2,2,4,2,5,2,4,2,2,2,4,2,2,4,4,4,3,4,3,2,2,2,2,2,1,4,1,10,1,5,4,1,1,3,1,1,3,4,2,3,2,0.100738817683193,-2.24644320276439,-0.0669668215004282,0.695395556671928,-1.85801404950333,0.585562991477449
608130,608056,1,1,3,2,1,1,1,-0.685252703644168,-0.980073517341052,0.00695664678487046,-1.28082013406979,-0.777536946983476,-0.190112204635451,-0.245958862741533,10,10,8,9,2,2,10,1,9,8,7,7,5,8,8,5,5,8,5,7,1,1,1,1,1,1,5,5,5,1,5,1,1,8,8,5,5,7,1,5,5,6,4,5,8,8,4,5,4,2,5,5,1,4,2,2,2,2,2,2,2,4,4,2,4,2,4,4,4,2,2,4,2,2,4,5,10,3,4,2,2,2,3,5,3,4,4,4,1,2,-0.698571584176145,-0.749858778759905,-0.849240597792232,0.517550303038605,-1.29057812254861,1.05508882129802
608130,608056,1,1,3,2,1,1,1,-0.458467982629299,-0.266596871423034,0.569385364554366,-0.805036632338343,-0.708945312936636,-0.261942649669364,-0.0945948999552424,3,10,1,2,2,3,3,1,9,5,7,6,6,9,3,5,3,7,7,6,1,1,3,1,2,3,1,1,7,2,4,1,2,6,9,4,7,8,3,7,4,6,8,5,9,9,2,3,6,2,4,2,2,4,2,2,2,2,2,5,2,2,3,2,4,3,2,1,3,2,2,2,4,2,2,2,10,1,2,5,2,2,2,10,2,2,4,3,3,3,-0.600062171611509,-0.0761075636921997,-0.463830947803942,-1.09908895063552,-0.654006618792261,0.53057563843258
608130,608056,1,1,3,2,1,1,1,0.0731762774593206,-0.727847174854804,-0.337404523243903,-0.473112675012465,0.13013869194893,-0.480211219077293,-0.267800622562173,5,3,7,5,8,6,6,2,5,6,3,6,4,3,4,2,6,2,4,2,1,4,6,8,4,2,5,3,2,5,2,4,2,4,4,6,3,7,4,6,5,8,5,4,7,4,2,3,4,2,2,4,2,3,2,2,3,2,4,3,2,3,2,4,3,2,1,4,2,3,2,3,4,3,3,3,3,4,5,4,2,2,2,4,3,4,3,3,3,3,-0.103054976216724,-0.737876880718487,-0.073419470343785,-0.671243130050288,0.200950601456987,0.103585385052186
608130,608056,1,1,3,2,1,2,1,-0.458467982629299,-0.414628574536701,-1.15115112349885,-0.204939481683988,-0.891639707727028,-0.755070434351005,-0.585696313460907,10,10,8,1,1,1,1,1,10,10,5,1,5,5,5,1,1,5,1,5,1,1,5,1,1,1,1,1,5,5,1,1,2,10,1,1,10,10,5,10,5,1,5,1,5,10,2,4,4,2,4,4,2,4,2,2,4,4,2,4,2,3,4,3,4,3,4,3,2,3,3,3,3,2,3,4,10,2,2,4,1,1,1,7,5,5,4,3,2,4,-0.957343866395458,-0.84340540073389,-0.42624266623244,0.564632930528236,-0.462338665798396,-0.72511741022217
608130,608057,2,1,5,2,2,2,1,-0.458467982629299,1.49340651461864,1.13866257858835,1.63399772823938,1.08713108368012,-0.381795714872228,0.203119971619691,5,10,10,1,1,1,1,2,10,5,10,5,10,10,4,4,5,4,3,5,5,4,6,6,10,4,7,5,1,3,4,3,1,5,5,4,10,10,10,10,10,10,10,5,10,6,2,3,5,2,4,4,2,4,2,2,4,4,2,4,2,3,4,4,4,4,4,4,4,2,4,4,4,2,5,5,10,4,4,3,2,2,3,4,5,5,3,4,3,2,0.631100086769472,1.45545000141792,-0.519134137595101,1.21567896732265,-0.0648898756021575,0.0787741720840795
608130,608057,2,1,5,2,1,2,1,-0.0506562319558547,-2.04098491678986,-2.03634085819122,-1.6595318841795,-0.335275930285693,-0.352388849627308,-0.922839050004034,6,4,7,4,7,6,5,2,5,4,6,4,3,4,3,3,2,2,1,1,3,2,2,3,3,2,4,3,2,4,4,3,2,6,4,3,3,2,3,4,3,3,3,4,3,3,2,3,6,2,3,2,2,3,2,2,4,4,2,3,3,3,4,4,3,3,4,4,3,3,3,3,2,3,3,3,3,4,4,2,2,2,3,4,6,3,3,3,3,2,-0.629529388621327,-2.22328146707069,-0.0400424680867323,0.633556789953046,-0.139329850130788,-0.473091410689541
608130,608057,2,1,5,2,1,1,1,1.79278446072384,0.217572164244742,0.263427645857678,0.795823215609275,0.516908653715262,0.181960909193802,0.317882740521802,4,5,5,4,3,10,6,1,8,8,4,5,3,4,5,4,3,4,5,3,3,5,9,5,8,3,4,3,5,5,5,3,1,6,4,4,6,7,8,8,9,7,5,7,8,7,2,3,4,2,3,2,3,3,4,3,4,2,4,2,4,4,4,2,2,4,3,2,4,2,2,2,2,3,4,3,7,4,2,4,4,4,2,6,9,5,4,4,3,3,0.550345745330782,0.020081952783118,1.99961783502201,-0.551989777601757,-0.700693226509529,-0.611759083174494
608130,608057,2,1,5,2,1,2,1,0.358974705486429,-0.890113134456496,-0.232027772863337,-0.776139338233103,1.99499696047089,-0.389317885909849,0.260914117714728,5,6,7,5,10,9,5,1,5,5,5,5,5,1,2,10,10,10,1,10,10,5,1,1,10,10,10,10,8,1,1,1,1,5,1,1,6,6,5,5,5,5,5,7,7,5,2,3,5,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,2,1,1,2,4,2,7,8,5,4,4,3,3,1.09780539709389,-1.20104400781423,0.350353195638477,-0.074736123885924,-0.00687065258618529,2.68151369812709
608130,608057,2,1,5,2,1,2,1,-0.421249760368697,-1.80194443639826,0.117547520393326,-0.311556097553281,1.05959635809078,0.385885596950962,-0.508286177036693,1,9,4,1,1,2,10,2,2,8,3,2,4,1,9,2,3,8,2,1,1,9,8,10,2,10,2,2,9,8,3,1,1,2,9,3,4,1,9,3,2,1,4,10,8,10,2,1,2,1,4,2,1,4,2,1,4,2,2,4,3,1,4,5,4,2,4,5,4,2,1,5,4,2,4,2,8,4,4,5,2,2,3,10,1,10,3,4,5,2,0.709002304217507,-1.52907390001057,-0.686628681411041,0.965430291648779,-0.867454198413899,-0.40599678140527
608130,608057,2,1,5,2,1,1,1,-0.458467982629299,1.43531195449668,0.888817740901069,0.891896056220616,-0.283864666208806,-0.0318806731999727,-0.447447463363419,10,1,10,1,1,1,10,2,10,1,1,1,10,8,9,2,10,8,4,5,1,1,1,3,5,2,1,4,1,2,5,7,1,7,10,10,10,10,6,8,9,10,10,10,8,8,2,3,1,1,4,2,2,4,2,2,4,1,2,4,2,5,2,5,3,4,3,4,4,2,1,3,1,2,4,4,10,4,4,4,1,2,3,9,10,10,3,4,3,2,-0.270847961817274,1.67720714192514,-0.752673977832219,0.441018204956638,-1.91952005463826,1.45894560791282
608130,608057,2,1,5,2,1,1,1,-0.314659175231326,0.182321703273643,0.520417005306738,1.19715015985292,-0.420190806638954,1.39831248767347,0.876321741359043,5,9,9,5,5,5,5,2,2,5,9,5,5,1,5,5,1,5,10,5,1,5,10,1,1,1,10,10,5,5,10,1,2,2,5,5,5,9,9,8,8,5,5,5,9,8,1,5,5,2,2,3,2,3,2,3,2,2,2,3,2,2,3,4,4,3,3,2,3,4,3,2,3,2,3,4,9,3,2,3,2,2,3,5,5,5,3,3,1,2,0.296803466378773,0.0212416640258433,-0.335561864106359,-0.245477095243486,-0.0602446784135116,-0.378346988414578
608130,608057,2,1,5,2,1,1,1,2.05948003747624,-1.39881925042824,-2.29253622711324,-1.39157375785585,0.159278831139044,-0.381241269737128,-1.33847576197877,2,1,9,2,1,2,9,1,2,8,2,1,10,3,8,1,2,9,1,1,2,2,2,1,9,1,2,8,2,8,1,1,1,1,8,1,9,8,2,8,3,8,3,2,2,9,2,1,3,1,3,2,3,4,5,3,4,5,4,3,4,3,1,3,1,2,3,1,2,3,2,2,1,2,4,3,9,4,5,4,2,2,1,1,10,10,4,4,5,4,-0.214723280915233,-0.879694589497027,2.29548512915464,-1.73269836997878,-1.2836201859493,-0.396334364273767
608130,608057,2,1,5,2,1,2,1,-0.541443896246194,1.40867676539098,-1.07133338046688,1.83809542727698,-0.549602190305454,0.760158548772498,-0.0698871259966391,5,4,5,1,10,9,8,2,10,1,6,4,8,5,2,3,8,9,4,6,1,2,1,4,1,1,2,5,3,5,8,5,3,4,10,9,10,10,10,10,10,9,10,2,4,3,2,1,4,2,5,2,1,5,2,3,5,1,2,4,2,3,4,5,4,3,4,3,4,2,3,1,2,2,4,5,10,5,5,5,2,2,3,10,4,1,3,2,5,2,-0.202485085945935,1.53582582868712,-0.722277726229548,0.846492034220006,-0.879451951253642,1.39671432962333
608130,608057,2,1,5,2,1,2,1,-0.951948280396564,0.650564415434774,0.284972371633515,0.193566469797046,-0.914382114084218,-1.15713221410636,-0.853294002293881,7,10,6,3,1,9,5,1,8,8,7,5,6,5,5,5,1,2,2,4,1,2,1,1,1,1,1,2,2,2,1,1,1,5,5,7,9,9,5,9,6,5,9,8,7,7,2,3,4,2,5,2,1,5,1,2,3,2,2,5,2,3,5,3,4,2,4,3,3,2,3,3,2,2,4,4,8,4,4,4,2,3,3,5,5,1,4,4,3,2,-1.08430573490438,0.377593612590605,-0.963185953276059,0.910135364530415,-1.05952211376942,-0.357066508444989
608130,608026,1,1,5,2,1,1,1,-0.170850367833352,-1.01128597016311,0.806476651680982,0.275069681666146,-0.366123987839686,-0.553141316852999,-0.835455355848792,6,4,7,4,6,3,5,1,3,5,7,5,7,3,2,4,1,5,2,3,1,2,4,1,5,3,2,2,2,4,2,4,1,10,10,2,5,1,10,3,7,1,4,10,10,2,4,5,3,1,2,2,2,4,2,4,3,2,2,4,2,3,2,5,5,2,4,5,2,5,4,5,2,2,4,5,3,4,4,4,2,2,3,4,6,4,4,4,1,2,-0.522224473616179,-1.14815398420292,-0.330179416030568,1.10454633309186,-0.0174988412702605,-0.626578915369096
608130,608026,1,1,5,2,1,2,1,-1.09488364108645,-0.734988887109109,-0.970829969648194,-0.309996759226077,2.05399795256572,1.03889438450333,2.22762668881872,1,5,3,2,6,2,4,1,8,9,3,2,10,8,1,10,10,1,10,10,10,1,10,10,10,10,1,1,1,10,10,1,1,4,4,5,5,6,6,5,5,7,6,5,5,7,2,3,5,2,5,1,1,5,2,1,2,1,1,5,2,2,2,2,3,3,4,4,2,2,1,1,1,3,2,2,10,1,4,4,2,1,1,1,10,10,4,4,3,4,1.79412406588252,-0.650039114980112,-1.16632461975678,-0.365474219352016,-1.84723575640958,1.74991229704097
608130,608026,1,1,5,2,1,2,1,-1.62558216111432,1.20399250990427,0.746978048288781,0.267417702243253,0.00266638369408166,0.0784021235645109,-0.390122131711161,9,5,7,4,6,10,9,2,9,8,5,4,5,1,1,1,1,3,3,1,1,8,7,1,5,4,6,5,1,3,4,7,1,3,7,5,8,9,5,10,8,8,10,9,8,7,2,5,4,2,4,2,1,4,1,2,4,4,1,4,1,4,4,2,2,2,4,2,4,4,2,4,2,2,4,4,8,5,4,2,1,2,3,10,8,7,3,4,1,2,0.079983722850688,1.04831013555385,-1.58009056643337,0.109165168323349,-0.830770600575636,-1.47442784878055
608130,608026,1,1,5,2,1,1,1,-0.314659175231326,-0.861053468869449,-0.913418574951239,-0.226048102746703,-0.546243326924672,0.0377205835724178,-0.444124776519427,4,3,3,7,5,7,7,2,5,5,4,5,6,7,5,1,7,6,5,3,2,1,2,3,1,2,2,4,5,4,4,4,2,6,4,4,5,6,7,5,4,6,6,6,5,5,2,3,5,2,4,5,2,5,2,3,3,4,2,5,2,2,2,2,2,5,4,2,3,4,2,2,2,3,3,3,7,3,2,4,1,2,3,7,7,8,3,3,3,2,-0.505546216826124,-0.841280835567084,-0.315730689629546,-1.14742697959088,-0.356163659955338,0.671849258755982
608130,608026,1,1,5,2,1,2,1,-0.173543001310277,-0.624925057019803,-0.277292131511308,-0.474900285771432,0.286961275307138,0.537519825602326,0.181831037324214,6,7,6,3,3,5,6,4,4,6,5,4,2,6,4,4,5,6,5,7,3,3,3,3,4,6,6,4,6,5,5,5,3,7,5,6,7,7,4,5,6,5,5,5,7,7,2,2,5,2,4,4,2,4,1,3,3,3,2,4,3,2,3,2,2,3,4,3,2,2,2,4,3,4,2,1,8,2,3,4,1,2,3,8,6,6,1,2,4,2,0.283829423709561,-0.56134548705082,-0.210346562863323,-0.748988034088684,-0.0101433558999876,0.607159149104945
608130,608026,1,1,5,2,1,2,1,-0.602276790027273,-0.971209001972109,-1.54259907495469,-0.75918861562452,0.888135916465041,-0.307514054625271,-0.446688205388397,5,10,9,1,1,1,1,2,10,10,1,1,4,5,4,10,4,2,3,6,1,6,3,5,8,7,9,4,8,1,2,3,1,7,4,5,9,8,4,6,3,7,5,6,3,9,2,3,5,2,4,2,2,4,2,1,4,1,2,2,2,5,4,4,4,1,4,4,4,5,5,4,1,1,4,4,10,5,5,4,5,1,1,2,9,10,3,4,3,4,0.401789124347529,-0.670778155382486,-0.627996389323102,1.57387984239018,-0.45170427560207,0.543701554262356
608130,608026,1,1,5,2,1,2,1,-1.33796454631837,-2.07640741866092,-1.64465745167598,-1.70860537118877,0.34463794076458,-0.206046197403096,0.128688597090727,4,5,3,3,4,3,3,2,3,4,2,5,2,2,4,5,3,7,2,6,4,3,7,4,2,5,3,6,2,4,2,6,1,5,4,2,5,7,3,2,1,2,4,3,4,5,2,3,4,2,4,1,1,1,1,4,4,1,1,1,1,3,2,4,2,3,1,3,2,4,2,1,4,2,3,3,1,4,4,5,1,1,2,1,10,10,3,4,3,3,0.107695666927953,-2.00970896395409,-1.45340650427465,-1.06016078710185,-0.140475857174801,0.373469431292392
